time,force,rpm,label
2021-04-12 09:44:12.666000+00:00,783,19996,1
2021-04-12 09:44:14.585000+00:00,795,20010,1
2021-04-12 09:44:16.520000+00:00,778,19997,1
2021-04-12 09:44:18.423000+00:00,737,19991,1
2021-04-12 09:44:20.320000+00:00,754,20008,1
2021-04-12 09:44:22.240000+00:00,770,20000,1
2021-04-12 09:44:24.202000+00:00,783,20001,1
2021-04-12 09:44:26.121000+00:00,770,20004,1
2021-04-12 09:44:28.021000+00:00,750,20006,1
2021-04-12 09:44:29.944000+00:00,746,19999,1
2021-04-12 09:44:31.864000+00:00,750,19992,1
2021-04-12 09:44:33.781000+00:00,758,20008,1
2021-04-12 09:44:35.702000+00:00,763,19987,1
2021-04-12 09:44:37.641000+00:00,770,19988,1
2021-04-12 09:44:39.542000+00:00,763,19995,1
2021-04-12 09:44:41.465000+00:00,758,20017,1
2021-04-12 09:44:43.381000+00:00,754,19986,1
2021-04-12 09:44:45.302000+00:00,763,19987,1
2021-04-12 09:44:47.225000+00:00,763,19988,1
2021-04-12 09:44:49.120000+00:00,737,20000,1
2021-04-12 09:44:51.038000+00:00,763,19980,1
2021-04-12 09:44:52.957000+00:00,774,20005,1
2021-04-12 09:44:54.877000+00:00,763,20009,1
2021-04-12 09:44:56.797000+00:00,737,20004,1
2021-04-12 09:44:58.758000+00:00,734,20003,1
2021-04-12 09:45:00.660000+00:00,741,19995,1
2021-04-12 09:45:02.602000+00:00,758,19995,1
2021-04-12 09:45:04.520000+00:00,763,19999,1
2021-04-12 09:45:06.441000+00:00,770,19994,1
2021-04-12 09:45:08.344000+00:00,758,19992,1
2021-04-12 09:45:10.260000+00:00,754,19991,1
2021-04-12 09:45:12.181000+00:00,770,19990,1
2021-04-12 09:45:14.100000+00:00,763,19989,1
2021-04-12 09:45:16.022000+00:00,758,20005,1
2021-04-12 09:45:17.916000+00:00,746,19995,1
2021-04-12 09:45:19.836000+00:00,767,19985,1
2021-04-12 09:45:21.757000+00:00,770,19999,1
2021-04-12 09:45:23.676000+00:00,778,20010,1
2021-04-12 09:45:25.619000+00:00,734,20004,1
2021-04-12 09:45:27.517000+00:00,734,20003,1
2021-04-12 09:45:29.436000+00:00,763,20005,1
2021-04-12 09:45:31.358000+00:00,763,19986,1
2021-04-12 09:45:33.276000+00:00,763,20002,1
2021-04-12 09:45:35.177000+00:00,746,19997,1
2021-04-12 09:45:37.083000+00:00,741,19996,1
2021-04-12 09:45:38.999000+00:00,737,19992,1
2021-04-12 09:45:40.918000+00:00,754,19996,1
2021-04-12 09:45:42.840000+00:00,754,19994,1
2021-04-12 09:45:44.759000+00:00,767,19995,1
2021-04-12 09:45:46.656000+00:00,746,19998,1
2021-04-12 09:45:48.578000+00:00,746,20002,1
2021-04-12 09:45:50.500000+00:00,746,19984,1
2021-04-12 09:45:52.415000+00:00,754,19999,1
2021-04-12 09:45:54.321000+00:00,737,19998,1
2021-04-12 09:45:56.217000+00:00,746,19997,1
2021-04-12 09:45:58.234000+00:00,767,20017,1
2021-04-12 09:46:00.154000+00:00,746,19995,1
2021-04-12 09:46:02.078000+00:00,767,19998,1
2021-04-12 09:46:03.979000+00:00,741,19998,1
2021-04-12 09:46:05.879000+00:00,750,20008,1
2021-04-12 09:46:07.800000+00:00,737,20000,1
2021-04-12 09:46:09.719000+00:00,750,20006,1
2021-04-12 09:46:11.657000+00:00,758,20011,1
2021-04-12 09:46:13.636000+00:00,767,19995,1
2021-04-12 09:46:15.537000+00:00,741,19993,1
2021-04-12 09:46:17.458000+00:00,754,20003,1
2021-04-12 09:46:19.377000+00:00,758,19988,1
2021-04-12 09:46:21.298000+00:00,767,20006,1
2021-04-12 09:46:23.221000+00:00,774,19997,1
2021-04-12 09:46:25.114000+00:00,741,20003,1
2021-04-12 09:46:27.034000+00:00,746,19994,1
2021-04-12 09:46:28.956000+00:00,758,20010,1
2021-04-12 09:46:30.876000+00:00,763,19997,1
2021-04-12 09:46:32.793000+00:00,778,20001,1
2021-04-12 09:46:34.694000+00:00,750,19986,1
2021-04-12 09:46:36.615000+00:00,750,19990,1
2021-04-12 09:46:38.538000+00:00,754,20005,1
2021-04-12 09:46:40.456000+00:00,754,19994,1
2021-04-12 09:46:42.376000+00:00,767,19993,1
2021-04-12 09:46:44.336000+00:00,737,20001,1
2021-04-12 09:46:46.235000+00:00,737,20005,1
2021-04-12 09:46:48.158000+00:00,767,20013,1
2021-04-12 09:46:50.075000+00:00,800,5039,1
2021-04-12 09:46:52.035000+00:00,795,-6,1
2021-04-12 09:46:54.018000+00:00,778,-69,1
2021-04-12 09:46:57.836000+00:00,820,2,1
2021-04-12 09:46:59.736000+00:00,570,2,1
2021-04-12 09:47:01.652000+00:00,676,24,1
2021-04-12 09:47:03.559000+00:00,791,3,1
2021-04-12 09:47:05.455000+00:00,807,-1,1
2021-04-12 09:47:07.354000+00:00,807,2,1
2021-04-12 09:47:09.255000+00:00,803,2,1
2021-04-12 09:47:13.094000+00:00,754,25818,1
2021-04-12 09:47:15.133000+00:00,795,750,1
2021-04-12 09:47:17.114000+00:00,721,26643,1
2021-04-12 09:47:19.033000+00:00,737,25245,1
2021-04-12 09:47:20.953000+00:00,783,25039,1
2021-04-12 09:47:22.877000+00:00,787,25005,1
2021-04-12 09:47:24.775000+00:00,778,5017,1
2021-04-12 09:47:26.672000+00:00,815,1,1
2021-04-12 09:47:30.476000+00:00,831,1,1
2021-04-12 09:47:32.394000+00:00,800,20477,1
2021-04-12 09:47:34.291000+00:00,737,20060,1
2021-04-12 09:47:36.212000+00:00,763,20009,1
2021-04-12 09:47:38.135000+00:00,778,20005,1
2021-04-12 09:47:40.135000+00:00,800,20010,1
2021-04-12 09:47:42.055000+00:00,791,20000,1
2021-04-12 09:47:43.951000+00:00,750,19981,1
2021-04-12 09:47:45.871000+00:00,767,20008,1
2021-04-12 09:47:47.791000+00:00,783,19991,1
2021-04-12 09:47:49.711000+00:00,800,19996,1
2021-04-12 09:47:51.613000+00:00,763,19996,1
2021-04-12 09:47:53.516000+00:00,803,19990,1
2021-04-12 09:47:55.433000+00:00,778,19991,1
2021-04-12 09:47:57.353000+00:00,815,20011,1
2021-04-12 09:47:59.893000+00:00,852,19999,1
2021-04-12 09:48:01.930000+00:00,758,19994,1
2021-04-12 09:48:03.928000+00:00,737,19992,1
2021-04-12 09:48:05.852000+00:00,750,19993,1
2021-04-12 09:48:07.768000+00:00,754,20011,1
2021-04-12 09:48:09.688000+00:00,763,19996,1
2021-04-12 09:48:11.589000+00:00,758,19992,1
2021-04-12 09:48:13.495000+00:00,750,20011,1
2021-04-12 09:48:15.413000+00:00,746,20002,1
2021-04-12 09:48:17.335000+00:00,750,19997,1
2021-04-12 09:48:19.252000+00:00,754,19994,1
2021-04-12 09:48:21.170000+00:00,770,19998,1
2021-04-12 09:48:23.067000+00:00,758,19984,1
2021-04-12 09:48:24.992000+00:00,746,20000,1
2021-04-12 09:48:26.910000+00:00,750,20009,1
2021-04-12 09:48:28.829000+00:00,754,19999,1
2021-04-12 09:48:30.729000+00:00,741,20000,1
2021-04-12 09:48:32.631000+00:00,746,19989,1
2021-04-12 09:48:34.568000+00:00,763,19988,1
2021-04-12 09:48:36.488000+00:00,767,19982,1
2021-04-12 09:48:38.431000+00:00,770,19998,1
2021-04-12 09:48:40.349000+00:00,741,19998,1
2021-04-12 09:48:42.251000+00:00,750,20003,1
2021-04-12 09:48:44.149000+00:00,746,19988,1
2021-04-12 09:48:46.071000+00:00,763,19999,1
2021-04-12 09:48:47.990000+00:00,767,19985,1
2021-04-12 09:48:49.909000+00:00,770,20004,1
2021-04-12 09:48:51.807000+00:00,737,19987,1
2021-04-12 09:48:53.731000+00:00,754,20003,1
2021-04-12 09:48:55.669000+00:00,754,19990,1
2021-04-12 09:48:57.590000+00:00,767,20001,1
2021-04-12 09:48:59.514000+00:00,758,19993,1
2021-04-12 09:49:01.406000+00:00,767,19998,1
2021-04-12 09:49:03.329000+00:00,774,19991,1
2021-04-12 09:49:05.250000+00:00,770,20003,1
2021-04-12 09:49:07.170000+00:00,754,20002,1
2021-04-12 09:49:09.069000+00:00,750,20006,1
2021-04-12 09:49:10.970000+00:00,770,20003,1
2021-04-12 09:49:12.888000+00:00,770,19995,1
2021-04-12 09:49:14.810000+00:00,763,20018,1
2021-04-12 09:49:16.728000+00:00,746,20000,1
2021-04-12 09:49:18.650000+00:00,750,20004,1
2021-04-12 09:49:20.546000+00:00,746,19994,1
2021-04-12 09:49:22.469000+00:00,750,19996,1
2021-04-12 09:49:24.390000+00:00,767,20003,1
2021-04-12 09:49:26.304000+00:00,770,20004,1
2021-04-12 09:49:28.206000+00:00,741,20001,1
2021-04-12 09:49:30.108000+00:00,746,20002,1
2021-04-12 09:49:32.032000+00:00,750,19999,1
2021-04-12 09:49:33.950000+00:00,754,20002,1
2021-04-12 09:49:35.869000+00:00,763,20004,1
2021-04-12 09:49:37.791000+00:00,778,19998,1
2021-04-12 09:49:39.689000+00:00,750,19994,1
2021-04-12 09:49:41.606000+00:00,746,20004,1
2021-04-12 09:49:43.527000+00:00,754,19988,1
2021-04-12 09:49:45.445000+00:00,758,19996,1
2021-04-12 09:49:47.348000+00:00,750,20002,1
2021-04-12 09:49:49.250000+00:00,763,20001,1
2021-04-12 09:49:51.187000+00:00,767,19996,1
2021-04-12 09:49:53.106000+00:00,783,20007,1
2021-04-12 09:49:55.028000+00:00,770,19999,1
2021-04-12 09:49:56.948000+00:00,750,19998,1
2021-04-12 09:49:58.849000+00:00,750,19999,1
2021-04-12 09:50:00.768000+00:00,774,20002,1
2021-04-12 09:50:02.687000+00:00,778,20001,1
2021-04-12 09:50:04.610000+00:00,767,20001,1
2021-04-12 09:50:06.549000+00:00,763,20001,1
2021-04-12 09:50:08.451000+00:00,754,19985,1
2021-04-12 09:50:10.367000+00:00,770,20000,1
2021-04-12 09:50:12.309000+00:00,754,20002,1
2021-04-12 09:50:14.227000+00:00,767,20001,1
2021-04-12 09:50:16.147000+00:00,750,20002,1
2021-04-12 09:50:18.048000+00:00,746,19985,1
2021-04-12 09:50:19.968000+00:00,754,20010,1
2021-04-12 09:50:21.886000+00:00,754,19988,1
2021-04-12 09:50:23.809000+00:00,774,20009,1
2021-04-12 09:50:25.727000+00:00,774,20000,1
2021-04-12 09:50:27.646000+00:00,758,19996,1
2021-04-12 09:50:29.547000+00:00,741,19997,1
2021-04-12 09:50:31.466000+00:00,754,20004,1
2021-04-12 09:50:33.383000+00:00,774,20005,1
2021-04-12 09:50:35.307000+00:00,770,19995,1
2021-04-12 09:50:37.204000+00:00,746,19995,1
2021-04-12 09:50:39.106000+00:00,750,19990,1
2021-04-12 09:50:41.107000+00:00,758,19991,1
2021-04-12 09:50:43.024000+00:00,754,19997,1
2021-04-12 09:50:44.947000+00:00,754,19993,1
2021-04-12 09:50:46.847000+00:00,754,19989,1
2021-04-12 09:50:48.742000+00:00,770,20005,1
2021-04-12 09:50:50.664000+00:00,750,19998,1
2021-04-12 09:50:52.583000+00:00,746,20009,1
2021-04-12 09:50:54.524000+00:00,750,19990,1
2021-04-12 09:50:56.446000+00:00,746,19994,1
2021-04-12 09:50:58.365000+00:00,750,20001,1
2021-04-12 09:51:00.284000+00:00,754,19984,1
2021-04-12 09:51:02.206000+00:00,758,19999,1
2021-04-12 09:51:04.126000+00:00,758,20010,1
2021-04-12 09:51:06.066000+00:00,767,19987,1
2021-04-12 09:51:07.965000+00:00,763,20006,1
2021-04-12 09:51:09.885000+00:00,750,19991,1
2021-04-12 09:51:11.805000+00:00,758,20004,1
2021-04-12 09:51:13.724000+00:00,770,20001,1
2021-04-12 09:51:15.709000+00:00,783,20012,1
2021-04-12 09:51:17.602000+00:00,770,19999,1
2021-04-12 09:51:19.521000+00:00,767,19994,1
2021-04-12 09:51:21.443000+00:00,754,20000,1
2021-04-12 09:51:23.360000+00:00,754,19998,1
2021-04-12 09:51:25.262000+00:00,754,20006,1
2021-04-12 09:51:27.166000+00:00,767,19996,1
2021-04-12 09:51:29.162000+00:00,767,19994,1
2021-04-12 09:51:31.087000+00:00,770,19999,1
2021-04-12 09:51:33.004000+00:00,774,20012,1
2021-04-12 09:51:34.923000+00:00,778,19989,1
2021-04-12 09:51:36.826000+00:00,750,20000,1
2021-04-12 09:51:38.766000+00:00,770,19997,1
2021-04-12 09:51:40.682000+00:00,774,20002,1
2021-04-12 09:51:42.601000+00:00,763,19988,1
2021-04-12 09:51:44.524000+00:00,774,19999,1
2021-04-12 09:51:46.423000+00:00,783,20014,1
2021-04-12 09:51:48.343000+00:00,746,19988,1
2021-04-12 09:51:50.263000+00:00,754,20004,1
2021-04-12 09:51:52.183000+00:00,754,19995,1
2021-04-12 09:51:54.103000+00:00,763,20002,1
2021-04-12 09:51:56.001000+00:00,754,19990,1
2021-04-12 09:51:57.922000+00:00,770,20002,1
2021-04-12 09:51:59.839000+00:00,750,20019,1
2021-04-12 09:52:01.761000+00:00,754,19990,1
2021-04-12 09:52:03.661000+00:00,754,20009,1
2021-04-12 09:52:05.562000+00:00,750,19996,1
2021-04-12 09:52:07.500000+00:00,746,19997,1
2021-04-12 09:52:09.421000+00:00,746,19995,1
2021-04-12 09:52:11.344000+00:00,750,19998,1
2021-04-12 09:52:13.260000+00:00,754,19999,1
2021-04-12 09:52:15.162000+00:00,754,19990,1
2021-04-12 09:52:17.082000+00:00,763,20000,1
2021-04-12 09:52:19.003000+00:00,750,19992,1
2021-04-12 09:52:20.923000+00:00,754,20009,1
2021-04-12 09:52:22.842000+00:00,746,19996,1
2021-04-12 09:52:24.740000+00:00,746,19984,1
2021-04-12 09:52:26.659000+00:00,746,20012,1
2021-04-12 09:52:28.578000+00:00,754,19990,1
2021-04-12 09:52:30.501000+00:00,767,19998,1
2021-04-12 09:52:32.400000+00:00,746,20013,1
2021-04-12 09:52:34.302000+00:00,741,19999,1
2021-04-12 09:52:36.221000+00:00,750,19998,1
2021-04-12 09:52:38.141000+00:00,754,20003,1
2021-04-12 09:52:40.063000+00:00,754,20017,1
2021-04-12 09:52:41.981000+00:00,758,20006,1
2021-04-12 09:52:43.881000+00:00,750,20002,1
2021-04-12 09:52:45.799000+00:00,750,20008,1
2021-04-12 09:52:47.718000+00:00,758,19995,1
2021-04-12 09:52:49.639000+00:00,754,20003,1
2021-04-12 09:52:51.563000+00:00,763,19992,1
2021-04-12 09:52:53.461000+00:00,763,20005,1
2021-04-12 09:52:55.381000+00:00,741,20019,1
2021-04-12 09:52:57.299000+00:00,758,20018,1
2021-04-12 09:52:59.220000+00:00,746,19999,1
2021-04-12 09:53:01.140000+00:00,754,20007,1
2021-04-12 09:53:03.041000+00:00,746,19998,1
2021-04-12 09:53:04.940000+00:00,754,20007,1
2021-04-12 09:53:06.857000+00:00,746,20006,1
2021-04-12 09:53:08.782000+00:00,750,19998,1
2021-04-12 09:53:10.698000+00:00,746,20010,1
2021-04-12 09:53:12.601000+00:00,750,19991,1
2021-04-12 09:53:14.501000+00:00,750,19991,1
2021-04-12 09:53:16.421000+00:00,767,48320034,1
2021-04-12 09:53:18.340000+00:00,783,909,1
2021-04-12 09:53:25.982000+00:00,783,-1,1
2021-04-12 09:53:27.880000+00:00,778,1,1
2021-04-12 09:53:29.801000+00:00,774,2,1
2021-04-12 09:53:31.719000+00:00,778,-1,1
2021-04-12 09:53:33.620000+00:00,778,2,1
2021-04-12 09:53:37.420000+00:00,783,-3,1
2021-04-12 09:53:39.342000+00:00,783,-1,1
2021-04-12 09:53:41.260000+00:00,783,1,1
2021-04-12 09:53:43.156000+00:00,778,-1,1
2021-04-12 09:53:45.058000+00:00,778,-2,1
2021-04-12 09:53:46.960000+00:00,778,-1,1
2021-04-12 09:53:48.879000+00:00,778,-1,1
2021-04-12 09:53:50.800000+00:00,787,1,1
2021-04-12 09:53:52.700000+00:00,783,2,1
2021-04-12 09:53:54.600000+00:00,783,1,1
2021-04-12 09:53:56.500000+00:00,778,-2,1
2021-04-12 09:53:58.418000+00:00,783,-2,1
2021-04-12 09:54:00.338000+00:00,783,1,1
2021-04-12 09:54:04.320000+00:00,783,1,1
2021-04-12 09:54:08.138000+00:00,778,4,1
2021-04-12 09:54:15.758000+00:00,783,-1,1
2021-04-12 09:54:25.318000+00:00,778,2,1
2021-04-12 09:54:29.141000+00:00,783,2,1
2021-04-12 09:54:34.837000+00:00,783,-1,1
2021-04-12 09:54:38.679000+00:00,783,2,1
2021-04-12 09:54:40.597000+00:00,778,-2,1
2021-04-12 09:54:42.536000+00:00,778,1,1
2021-04-12 09:54:44.437000+00:00,778,1,1
2021-04-12 09:54:46.357000+00:00,783,3,1
2021-04-12 09:54:50.178000+00:00,774,-2,1
2021-04-12 09:54:52.075000+00:00,783,-2,1
